administrative_division_code,municipality_or_ward_name,secondary_medical_area_code,secondary_medical_area_name,defined_in_plan_flag
01101,中央区,0104,札幌,1
01102,北区,0104,札幌,1
01103,東区,0104,札幌,1
01104,白石区,0104,札幌,1
01105,豊平区,0104,札幌,1
01106,南区,0104,札幌,1
01107,西区,0104,札幌,1
01108,厚別区,0104,札幌,1
01109,手稲区,0104,札幌,1
01110,清田区,0104,札幌,1
01202,函館市,0101,南渡島,1
01203,小樽市,0105,後志,1
01204,旭川市,0112,上川中部,1
01205,室蘭市,0109,西胆振,1
01206,釧路市,0120,釧路,1
01207,帯広市,0119,十勝,1
01208,北見市,0117,北網,1
01209,夕張市,0106,南空知,1
01210,岩見沢市,0106,南空知,1
01211,網走市,0117,北網,1
01212,留萌市,0115,留萌,1
01213,苫小牧市,0110,東胆振,1
01214,稚内市,0116,宗谷,1
01215,美唄市,0106,南空知,1
01216,芦別市,0107,中空知,1
01217,江別市,0104,札幌,1
01218,赤平市,0107,中空知,1
01219,紋別市,0118,遠紋,1
01220,士別市,0113,上川北部,1
01221,名寄市,0113,上川北部,1
01222,三笠市,0106,南空知,1
01223,根室市,0121,根室,1
01224,千歳市,0104,札幌,1
01225,滝川市,0107,中空知,1
01226,砂川市,0107,中空知,1
01227,歌志内市,0107,中空知,1
01228,深川市,0108,北空知,1
01229,富良野市,0114,富良野,1
01230,登別市,0109,西胆振,1
01231,恵庭市,0104,札幌,1
01233,伊達市,0109,西胆振,1
01234,北広島市,0104,札幌,1
01235,石狩市,0104,札幌,1
01236,北斗市,0101,南渡島,1
01303,当別町,0104,札幌,1
01304,新篠津村,0104,札幌,1
01331,松前町,0101,南渡島,1
01332,福島町,0101,南渡島,1
01333,知内町,0101,南渡島,1
01334,木古内町,0101,南渡島,1
01337,七飯町,0101,南渡島,1
01343,鹿部町,0101,南渡島,1
01345,森町,0101,南渡島,1
01346,八雲町,0103,北渡島檜山,1
01347,長万部町,0103,北渡島檜山,1
01361,江差町,0102,南檜山,1
01362,上ノ国町,0102,南檜山,1
01363,厚沢部町,0102,南檜山,1
01364,乙部町,0102,南檜山,1
01367,奥尻町,0102,南檜山,1
01370,今金町,0103,北渡島檜山,1
01371,せたな町,0103,北渡島檜山,1
01391,島牧村,0105,後志,1
01392,寿都町,0105,後志,1
01393,黒松内町,0105,後志,1
01394,蘭越町,0105,後志,1
01395,ニセコ町,0105,後志,1
01396,真狩村,0105,後志,1
01397,留寿都村,0105,後志,1
01398,喜茂別町,0105,後志,1
01399,京極町,0105,後志,1
01400,倶知安町,0105,後志,1
01401,共和町,0105,後志,1
01402,岩内町,0105,後志,1
01403,泊村,0105,後志,1
01404,神恵内村,0105,後志,1
01405,積丹町,0105,後志,1
01406,古平町,0105,後志,1
01407,仁木町,0105,後志,1
01408,余市町,0105,後志,1
01409,赤井川村,0105,後志,1
01423,南幌町,0106,南空知,1
01424,奈井江町,0107,中空知,1
01425,上砂川町,0107,中空知,1
01427,由仁町,0106,南空知,1
01428,長沼町,0106,南空知,1
01429,栗山町,0106,南空知,1
01430,月形町,0106,南空知,1
01431,浦臼町,0107,中空知,1
01432,新十津川町,0107,中空知,1
01433,妹背牛町,0108,北空知,1
01434,秩父別町,0108,北空知,1
01436,雨竜町,0107,中空知,1
01437,北竜町,0108,北空知,1
01438,沼田町,0108,北空知,1
01452,鷹栖町,0112,上川中部,1
01453,東神楽町,0112,上川中部,1
01454,当麻町,0112,上川中部,1
01455,比布町,0112,上川中部,1
01456,愛別町,0112,上川中部,1
01457,上川町,0112,上川中部,1
01458,東川町,0112,上川中部,1
01459,美瑛町,0112,上川中部,1
01460,上富良野町,0114,富良野,1
01461,中富良野町,0114,富良野,1
01462,南富良野町,0114,富良野,1
01463,占冠村,0114,富良野,1
01464,和寒町,0113,上川北部,1
01465,剣淵町,0113,上川北部,1
01468,下川町,0113,上川北部,1
01469,美深町,0113,上川北部,1
01470,音威子府村,0113,上川北部,1
01471,中川町,0113,上川北部,1
01472,幌加内町,0112,上川中部,1
01481,増毛町,0115,留萌,1
01482,小平町,0115,留萌,1
01483,苫前町,0115,留萌,1
01484,羽幌町,0115,留萌,1
01485,初山別村,0115,留萌,1
01486,遠別町,0115,留萌,1
01487,天塩町,0115,留萌,1
01511,猿払村,0116,宗谷,1
01512,浜頓別町,0116,宗谷,1
01513,中頓別町,0116,宗谷,1
01514,枝幸町,0116,宗谷,1
01516,豊富町,0116,宗谷,1
01517,礼文町,0116,宗谷,1
01518,利尻町,0116,宗谷,1
01519,利尻富士町,0116,宗谷,1
01520,幌延町,0116,宗谷,1
01543,美幌町,0117,北網,1
01544,津別町,0117,北網,1
01545,斜里町,0117,北網,1
01546,清里町,0117,北網,1
01547,小清水町,0117,北網,1
01549,訓子府町,0117,北網,1
01550,置戸町,0117,北網,1
01552,佐呂間町,0118,遠紋,1
01555,遠軽町,0118,遠紋,1
01559,湧別町,0118,遠紋,1
01560,滝上町,0118,遠紋,1
01561,興部町,0118,遠紋,1
01562,西興部村,0118,遠紋,1
01563,雄武町,0118,遠紋,1
01564,大空町,0117,北網,1
01571,豊浦町,0109,西胆振,1
01575,壮瞥町,0109,西胆振,1
01578,白老町,0110,東胆振,1
01581,厚真町,0110,東胆振,1
01584,洞爺湖町,0109,西胆振,1
01585,安平町,0110,東胆振,1
01586,むかわ町,0110,東胆振,1
01601,日高町,0111,日高,1
01602,平取町,0111,日高,1
01604,新冠町,0111,日高,1
01607,浦河町,0111,日高,1
01608,様似町,0111,日高,1
01609,えりも町,0111,日高,1
01610,新ひだか町,0111,日高,1
01631,音更町,0119,十勝,1
01632,士幌町,0119,十勝,1
01633,上士幌町,0119,十勝,1
01634,鹿追町,0119,十勝,1
01635,新得町,0119,十勝,1
01636,清水町,0119,十勝,1
01637,芽室町,0119,十勝,1
01638,中札内村,0119,十勝,1
01639,更別村,0119,十勝,1
01641,大樹町,0119,十勝,1
01642,広尾町,0119,十勝,1
01643,幕別町,0119,十勝,1
01644,池田町,0119,十勝,1
01645,豊頃町,0119,十勝,1
01646,本別町,0119,十勝,1
01647,足寄町,0119,十勝,1
01648,陸別町,0119,十勝,1
01649,浦幌町,0119,十勝,1
01661,釧路町,0120,釧路,1
01662,厚岸町,0120,釧路,1
01663,浜中町,0120,釧路,1
01664,標茶町,0120,釧路,1
01665,弟子屈町,0120,釧路,1
01667,鶴居村,0120,釧路,1
01668,白糠町,0120,釧路,1
01691,別海町,0121,根室,1
01692,中標津町,0121,根室,1
01693,標津町,0121,根室,1
01694,羅臼町,0121,根室,1
02201,青森市,0203,青森地域,1
02202,弘前市,0201,津軽地域,1
02203,八戸市,0202,八戸地域,1
02204,黒石市,0201,津軽地域,1
02205,五所川原市,0204,西北五地域,1
02206,十和田市,0205,上十三地域,1
02207,三沢市,0205,上十三地域,1
02208,むつ市,0206,下北地域,1
02209,つがる市,0204,西北五地域,1
02210,平川市,0201,津軽地域,1
02301,平内町,0203,青森地域,1
02303,今別町,0203,青森地域,1
02304,蓬田村,0203,青森地域,1
02307,外ヶ浜町,0203,青森地域,1
02321,鰺ヶ沢町,0204,西北五地域,1
02323,深浦町,0204,西北五地域,1
02343,西目屋村,0201,津軽地域,1
02361,藤崎町,0201,津軽地域,1
02362,大鰐町,0201,津軽地域,1
02367,田舎館村,0201,津軽地域,1
02381,板柳町,0201,津軽地域,1
02384,鶴田町,0204,西北五地域,1
02387,中泊町,0204,西北五地域,1
02401,野辺地町,0205,上十三地域,1
02402,七戸町,0205,上十三地域,1
02405,六戸町,0205,上十三地域,1
02406,横浜町,0205,上十三地域,1
02408,東北町,0205,上十三地域,1
02411,六ヶ所村,0205,上十三地域,1
02412,おいらせ町,0202,八戸地域,1
02423,大間町,0206,下北地域,1
02424,東通村,0206,下北地域,1
02425,風間浦村,0206,下北地域,1
02426,佐井村,0206,下北地域,1
02441,三戸町,0202,八戸地域,1
02442,五戸町,0202,八戸地域,1
02443,田子町,0202,八戸地域,1
02445,南部町,0202,八戸地域,1
02446,階上町,0202,八戸地域,1
02450,新郷村,0202,八戸地域,1
03201,盛岡市,0301,盛岡,2
03202,宮古市,0307,宮古,2
03203,大船渡市,0305,気仙,2
03205,花巻市,0302,岩手中部,2
03206,北上市,0302,岩手中部,2
03207,久慈市,0308,久慈,2
03208,遠野市,0302,岩手中部,2
03209,一関市,0304,両磐,2
03210,陸前高田市,0305,気仙,2
03211,釜石市,0306,釜石,2
03213,二戸市,0309,二戸,2
03214,八幡平市,0301,盛岡,2
03215,奥州市,0303,胆江,2
03216,滝沢市,0301,盛岡,2
03301,雫石町,0301,盛岡,2
03302,葛巻町,0301,盛岡,2
03303,岩手町,0301,盛岡,2
03321,紫波町,0301,盛岡,2
03322,矢巾町,0301,盛岡,2
03366,西和賀町,0302,岩手中部,2
03381,金ケ崎町,0303,胆江,2
03402,平泉町,0304,両磐,2
03441,住田町,0305,気仙,2
03461,大槌町,0306,釜石,2
03482,山田町,0307,宮古,2
03483,岩泉町,0307,宮古,2
03484,田野畑村,0307,宮古,2
03485,普代村,0308,久慈,2
03501,軽米町,0309,二戸,2
03503,野田村,0308,久慈,2
03506,九戸村,0309,二戸,2
03507,洋野町,0308,久慈,2
03524,一戸町,0309,二戸,2
04101,青葉区,0403,仙台,1
04102,宮城野区,0403,仙台,1
04103,若林区,0403,仙台,1
04104,太白区,0403,仙台,1
04105,泉区,0403,仙台,1
04202,石巻市,0409,石巻・登米・気仙沼,1
04203,塩竈市,0403,仙台,1
04205,気仙沼市,0409,石巻・登米・気仙沼,1
04206,白石市,0401,仙南,1
04207,名取市,0403,仙台,1
04208,角田市,0401,仙南,1
04209,多賀城市,0403,仙台,1
04211,岩沼市,0403,仙台,1
04212,登米市,0409,石巻・登米・気仙沼,1
04213,栗原市,0406,大崎・栗原,1
04214,東松島市,0409,石巻・登米・気仙沼,1
04215,大崎市,0406,大崎・栗原,1
04216,富谷市,0403,仙台,1
04301,蔵王町,0401,仙南,1
04302,七ヶ宿町,0401,仙南,1
04321,大河原町,0401,仙南,1
04322,村田町,0401,仙南,1
04323,柴田町,0401,仙南,1
04324,川崎町,0401,仙南,1
04341,丸森町,0401,仙南,1
04361,亘理町,0403,仙台,1
04362,山元町,0403,仙台,1
04401,松島町,0403,仙台,1
04404,七ヶ浜町,0403,仙台,1
04406,利府町,0403,仙台,1
04421,大和町,0403,仙台,1
04422,大郷町,0403,仙台,1
04424,大衡村,0403,仙台,1
04444,色麻町,0406,大崎・栗原,1
04445,加美町,0406,大崎・栗原,1
04501,涌谷町,0406,大崎・栗原,1
04505,美里町,0406,大崎・栗原,1
04581,女川町,0409,石巻・登米・気仙沼,1
04606,南三陸町,0409,石巻・登米・気仙沼,1
05201,秋田市,0504,秋田周辺,1
05202,能代市,0503,能代・山本,1
05203,横手市,0507,横手,1
05204,大館市,0501,大館・鹿角,1
05206,男鹿市,0504,秋田周辺,1
05207,湯沢市,0508,湯沢・雄勝,1
05209,鹿角市,0501,大館・鹿角,1
05210,由利本荘市,0505,由利本荘・にかほ,1
05211,潟上市,0504,秋田周辺,1
05212,大仙市,0506,大仙・仙北,1
05213,北秋田市,0502,北秋田,1
05214,にかほ市,0505,由利本荘・にかほ,1
05215,仙北市,0506,大仙・仙北,1
05303,小坂町,0501,大館・鹿角,1
05327,上小阿仁村,0502,北秋田,1
05346,藤里町,0503,能代・山本,1
05348,三種町,0503,能代・山本,1
05349,八峰町,0503,能代・山本,1
05361,五城目町,0504,秋田周辺,1
05363,八郎潟町,0504,秋田周辺,1
05366,井川町,0504,秋田周辺,1
05368,大潟村,0504,秋田周辺,1
05434,美郷町,0506,大仙・仙北,1
05463,羽後町,0508,湯沢・雄勝,1
05464,東成瀬村,0508,湯沢・雄勝,1
06201,山形市,0601,村山,2
06202,米沢市,0603,置賜,2
06203,鶴岡市,0604,庄内,2
06204,酒田市,0604,庄内,2
06205,新庄市,0602,最上,2
06206,寒河江市,0601,村山,2
06207,上山市,0601,村山,2
06208,村山市,0601,村山,2
06209,長井市,0603,置賜,2
06210,天童市,0601,村山,2
06211,東根市,0601,村山,2
06212,尾花沢市,0601,村山,2
06213,南陽市,0603,置賜,2
06301,山辺町,0601,村山,2
06302,中山町,0601,村山,2
06321,河北町,0601,村山,2
06322,西川町,0601,村山,2
06323,朝日町,0601,村山,2
06324,大江町,0601,村山,2
06341,大石田町,0601,村山,2
06361,金山町,0602,最上,2
06362,最上町,0602,最上,2
06363,舟形町,0602,最上,2
06364,真室川町,0602,最上,2
06365,大蔵村,0602,最上,2
06366,鮭川村,0602,最上,2
06367,戸沢村,0602,最上,2
06381,高畠町,0603,置賜,2
06382,川西町,0603,置賜,2
06401,小国町,0603,置賜,2
06402,白鷹町,0603,置賜,2
06403,飯豊町,0603,置賜,2
06426,三川町,0604,庄内,2
06428,庄内町,0604,庄内,2
06461,遊佐町,0604,庄内,2
07201,福島市,0701,県北,1
07202,会津若松市,0708,会津・南会津,1
07203,郡山市,0702,県中,1
07204,いわき市,0707,いわき,1
07205,白河市,0703,県南,1
07207,須賀川市,0702,県中,1
07208,喜多方市,0708,会津・南会津,1
07209,相馬市,0706,相双,1
07210,二本松市,0701,県北,1
07211,田村市,0702,県中,1
07212,南相馬市,0706,相双,1
07213,伊達市,0701,県北,1
07214,本宮市,0701,県北,1
07301,桑折町,0701,県北,1
07303,国見町,0701,県北,1
07308,川俣町,0701,県北,1
07322,大玉村,0701,県北,1
07342,鏡石町,0702,県中,1
07344,天栄村,0702,県中,1
07362,下郷町,0708,会津・南会津,1
07364,檜枝岐村,0708,会津・南会津,1
07367,只見町,0708,会津・南会津,1
07368,南会津町,0708,会津・南会津,1
07402,北塩原村,0708,会津・南会津,1
07405,西会津町,0708,会津・南会津,1
07407,磐梯町,0708,会津・南会津,1
07408,猪苗代町,0708,会津・南会津,1
07421,会津坂下町,0708,会津・南会津,1
07422,湯川村,0708,会津・南会津,1
07423,柳津町,0708,会津・南会津,1
07444,三島町,0708,会津・南会津,1
07445,金山町,0708,会津・南会津,1
07446,昭和村,0708,会津・南会津,1
07447,会津美里町,0708,会津・南会津,1
07461,西郷村,0703,県南,1
07464,泉崎村,0703,県南,1
07465,中島村,0703,県南,1
07466,矢吹町,0703,県南,1
07481,棚倉町,0703,県南,1
07482,矢祭町,0703,県南,1
07483,塙町,0703,県南,1
07484,鮫川村,0703,県南,1
07501,石川町,0702,県中,1
07502,玉川村,0702,県中,1
07503,平田村,0702,県中,1
07504,浅川町,0702,県中,1
07505,古殿町,0702,県中,1
07521,三春町,0702,県中,1
07522,小野町,0702,県中,1
07541,広野町,0706,相双,1
07542,楢葉町,0706,相双,1
07543,富岡町,0706,相双,1
07544,川内村,0706,相双,1
07545,大熊町,0706,相双,1
07546,双葉町,0706,相双,1
07547,浪江町,0706,相双,1
07548,葛尾村,0706,相双,1
07561,新地町,0706,相双,1
07564,飯舘村,0706,相双,1
08201,水戸市,0801,水戸,1
08202,日立市,0802,日立,1
08203,土浦市,0805,土浦,1
08204,古河市,0809,古河・坂東,1
08205,石岡市,0805,土浦,1
08207,結城市,0808,筑西・下妻,1
08208,龍ケ崎市,0807,取手・竜ヶ崎,1
08210,下妻市,0808,筑西・下妻,1
08211,常総市,0806,つくば,1
08212,常陸太田市,0803,常陸太田・ひたちなか,1
08214,高萩市,0802,日立,1
08215,北茨城市,0802,日立,1
08216,笠間市,0801,水戸,1
08217,取手市,0807,取手・竜ヶ崎,1
08219,牛久市,0807,取手・竜ヶ崎,1
08220,つくば市,0806,つくば,1
08221,ひたちなか市,0803,常陸太田・ひたちなか,1
08222,鹿嶋市,0804,鹿行,1
08223,潮来市,0804,鹿行,1
08224,守谷市,0807,取手・竜ヶ崎,1
08225,常陸大宮市,0803,常陸太田・ひたちなか,1
08226,那珂市,0803,常陸太田・ひたちなか,1
08227,筑西市,0808,筑西・下妻,1
08228,坂東市,0809,古河・坂東,1
08229,稲敷市,0807,取手・竜ヶ崎,1
08230,かすみがうら市,0805,土浦,1
08231,桜川市,0808,筑西・下妻,1
08232,神栖市,0804,鹿行,1
08233,行方市,0804,鹿行,1
08234,鉾田市,0804,鹿行,1
08235,つくばみらい市,0806,つくば,1
08236,小美玉市,0801,水戸,1
08302,茨城町,0801,水戸,1
08309,大洗町,0801,水戸,1
08310,城里町,0801,水戸,1
08341,東海村,0803,常陸太田・ひたちなか,1
08364,大子町,0803,常陸太田・ひたちなか,1
08442,美浦村,0807,取手・竜ヶ崎,1
08443,阿見町,0807,取手・竜ヶ崎,1
08447,河内町,0807,取手・竜ヶ崎,1
08521,八千代町,0808,筑西・下妻,1
08542,五霞町,0809,古河・坂東,1
08546,境町,0809,古河・坂東,1
08564,利根町,0807,取手・竜ヶ崎,1
09201,宇都宮市,0903,宇都宮,1
09202,足利市,0906,両毛,1
09203,栃木市,0905,県南,1
09204,佐野市,0906,両毛,1
09205,鹿沼市,0902,県西,1
09206,日光市,0902,県西,1
09208,小山市,0905,県南,1
09209,真岡市,0904,県東,1
09210,大田原市,0901,県北,1
09211,矢板市,0901,県北,1
09213,那須塩原市,0901,県北,1
09214,さくら市,0901,県北,1
09215,那須烏山市,0901,県北,1
09216,下野市,0905,県南,1
09301,上三川町,0905,県南,1
09342,益子町,0904,県東,1
09343,茂木町,0904,県東,1
09344,市貝町,0904,県東,1
09345,芳賀町,0904,県東,1
09361,壬生町,0905,県南,1
09364,野木町,0905,県南,1
09384,塩谷町,0901,県北,1
09386,高根沢町,0901,県北,1
09407,那須町,0901,県北,1
09411,那珂川町,0901,県北,1
10201,前橋市,1001,前橋,1
10202,高崎市,1004,高崎・安中,1
10203,桐生市,1009,桐生,1
10204,伊勢崎市,1003,伊勢崎,1
10205,太田市,1010,太田・館林,1
10206,沼田市,1008,沼田,1
10207,館林市,1010,太田・館林,1
10208,渋川市,1002,渋川,1
10209,藤岡市,1005,藤岡,1
10210,富岡市,1006,富岡,1
10211,安中市,1004,高崎・安中,1
10212,みどり市,1009,桐生,1
10344,榛東村,1002,渋川,1
10345,吉岡町,1002,渋川,1
10366,上野村,1005,藤岡,1
10367,神流町,1005,藤岡,1
10382,下仁田町,1006,富岡,1
10383,南牧村,1006,富岡,1
10384,甘楽町,1006,富岡,1
10421,中之条町,1007,吾妻,1
10424,長野原町,1007,吾妻,1
10425,嬬恋村,1007,吾妻,1
10426,草津町,1007,吾妻,1
10428,高山村,1007,吾妻,1
10429,東吾妻町,1007,吾妻,1
10443,片品村,1008,沼田,1
10444,川場村,1008,沼田,1
10448,昭和村,1008,沼田,1
10449,みなかみ町,1008,沼田,1
10464,玉村町,1003,伊勢崎,1
10521,板倉町,1010,太田・館林,1
10522,明和町,1010,太田・館林,1
10523,千代田町,1010,太田・館林,1
10524,大泉町,1010,太田・館林,1
10525,邑楽町,1010,太田・館林,1
11101,西区,1104,さいたま,1
11102,北区,1104,さいたま,1
11103,大宮区,1104,さいたま,1
11104,見沼区,1104,さいたま,1
11105,中央区,1104,さいたま,1
11106,桜区,1104,さいたま,1
11107,浦和区,1104,さいたま,1
11108,南区,1104,さいたま,1
11109,緑区,1104,さいたま,1
11110,岩槻区,1104,さいたま,1
11201,川越市,1106,川越比企,1
11202,熊谷市,1109,北部,1
11203,川口市,1101,南部,1
11206,行田市,1108,利根,1
11207,秩父市,1110,秩父,1
11208,所沢市,1107,西部,1
11209,飯能市,1107,西部,1
11210,加須市,1108,利根,1
11211,本庄市,1109,北部,1
11212,東松山市,1106,川越比企,1
11214,春日部市,1103,東部,1
11215,狭山市,1107,西部,1
11216,羽生市,1108,利根,1
11217,鴻巣市,1105,県央,1
11218,深谷市,1109,北部,1
11219,上尾市,1105,県央,1
11221,草加市,1103,東部,1
11222,越谷市,1103,東部,1
11223,蕨市,1101,南部,1
11224,戸田市,1101,南部,1
11225,入間市,1107,西部,1
11227,朝霞市,1102,南西部,1
11228,志木市,1102,南西部,1
11229,和光市,1102,南西部,1
11230,新座市,1102,南西部,1
11231,桶川市,1105,県央,1
11232,久喜市,1108,利根,1
11233,北本市,1105,県央,1
11234,八潮市,1103,東部,1
11235,富士見市,1102,南西部,1
11237,三郷市,1103,東部,1
11238,蓮田市,1108,利根,1
11239,坂戸市,1106,川越比企,1
11240,幸手市,1108,利根,1
11241,鶴ヶ島市,1106,川越比企,1
11242,日高市,1107,西部,1
11243,吉川市,1103,東部,1
11245,ふじみ野市,1102,南西部,1
11246,白岡市,1108,利根,1
11301,伊奈町,1105,県央,1
11324,三芳町,1102,南西部,1
11326,毛呂山町,1106,川越比企,1
11327,越生町,1106,川越比企,1
11341,滑川町,1106,川越比企,1
11342,嵐山町,1106,川越比企,1
11343,小川町,1106,川越比企,1
11346,川島町,1106,川越比企,1
11347,吉見町,1106,川越比企,1
11348,鳩山町,1106,川越比企,1
11349,ときがわ町,1106,川越比企,1
11361,横瀬町,1110,秩父,1
11362,皆野町,1110,秩父,1
11363,長瀞町,1110,秩父,1
11365,小鹿野町,1110,秩父,1
11369,東秩父村,1106,川越比企,1
11381,美里町,1109,北部,1
11383,神川町,1109,北部,1
11385,上里町,1109,北部,1
11408,寄居町,1109,北部,1
11442,宮代町,1108,利根,1
11464,杉戸町,1108,利根,1
11465,松伏町,1103,東部,1
12101,中央区,1201,千葉,1
12102,花見川区,1201,千葉,1
12103,稲毛区,1201,千葉,1
12104,若葉区,1201,千葉,1
12105,緑区,1201,千葉,1
12106,美浜区,1201,千葉,1
12202,銚子市,1205,香取海匝,1
12203,市川市,1202,東葛南部,1
12204,船橋市,1202,東葛南部,1
12205,館山市,1207,安房,1
12206,木更津市,1208,君津,1
12207,松戸市,1203,東葛北部,1
12208,野田市,1203,東葛北部,1
12210,茂原市,1206,山武長生夷隅,1
12211,成田市,1204,印旛,1
12212,佐倉市,1204,印旛,1
12213,東金市,1206,山武長生夷隅,1
12215,旭市,1205,香取海匝,1
12216,習志野市,1202,東葛南部,1
12217,柏市,1203,東葛北部,1
12218,勝浦市,1206,山武長生夷隅,1
12219,市原市,1209,市原,1
12220,流山市,1203,東葛北部,1
12221,八千代市,1202,東葛南部,1
12222,我孫子市,1203,東葛北部,1
12223,鴨川市,1207,安房,1
12224,鎌ケ谷市,1202,東葛南部,1
12225,君津市,1208,君津,1
12226,富津市,1208,君津,1
12227,浦安市,1202,東葛南部,1
12228,四街道市,1204,印旛,1
12229,袖ケ浦市,1208,君津,1
12230,八街市,1204,印旛,1
12231,印西市,1204,印旛,1
12232,白井市,1204,印旛,1
12233,富里市,1204,印旛,1
12234,南房総市,1207,安房,1
12235,匝瑳市,1205,香取海匝,1
12236,香取市,1205,香取海匝,1
12237,山武市,1206,山武長生夷隅,1
12238,いすみ市,1206,山武長生夷隅,1
12239,大網白里市,1206,山武長生夷隅,1
12322,酒々井町,1204,印旛,1
12329,栄町,1204,印旛,1
12342,神崎町,1205,香取海匝,1
12347,多古町,1205,香取海匝,1
12349,東庄町,1205,香取海匝,1
12403,九十九里町,1206,山武長生夷隅,1
12409,芝山町,1206,山武長生夷隅,1
12410,横芝光町,1206,山武長生夷隅,1
12421,一宮町,1206,山武長生夷隅,1
12422,睦沢町,1206,山武長生夷隅,1
12423,長生村,1206,山武長生夷隅,1
12424,白子町,1206,山武長生夷隅,1
12426,長柄町,1206,山武長生夷隅,1
12427,長南町,1206,山武長生夷隅,1
12441,大多喜町,1206,山武長生夷隅,1
12443,御宿町,1206,山武長生夷隅,1
12463,鋸南町,1207,安房,1
13101,千代田区,1301,区中央部,1
13102,中央区,1301,区中央部,1
13103,港区,1301,区中央部,1
13104,新宿区,1304,区西部,1
13105,文京区,1301,区中央部,1
13106,台東区,1301,区中央部,1
13107,墨田区,1307,区東部,1
13108,江東区,1307,区東部,1
13109,品川区,1302,区南部,1
13110,目黒区,1303,区西南部,1
13111,大田区,1302,区南部,1
13112,世田谷区,1303,区西南部,1
13113,渋谷区,1303,区西南部,1
13114,中野区,1304,区西部,1
13115,杉並区,1304,区西部,1
13116,豊島区,1305,区西北部,1
13117,北区,1305,区西北部,1
13118,荒川区,1306,区東北部,1
13119,板橋区,1305,区西北部,1
13120,練馬区,1305,区西北部,1
13121,足立区,1306,区東北部,1
13122,葛飾区,1306,区東北部,1
13123,江戸川区,1307,区東部,1
13201,八王子市,1309,南多摩,1
13202,立川市,1310,北多摩西部,1
13203,武蔵野市,1311,北多摩南部,1
13204,三鷹市,1311,北多摩南部,1
13205,青梅市,1308,西多摩,1
13206,府中市,1311,北多摩南部,1
13207,昭島市,1310,北多摩西部,1
13208,調布市,1311,北多摩南部,1
13209,町田市,1309,南多摩,1
13210,小金井市,1311,北多摩南部,1
13211,小平市,1312,北多摩北部,1
13212,日野市,1309,南多摩,1
13213,東村山市,1312,北多摩北部,1
13214,国分寺市,1310,北多摩西部,1
13215,国立市,1310,北多摩西部,1
13218,福生市,1308,西多摩,1
13219,狛江市,1311,北多摩南部,1
13220,東大和市,1310,北多摩西部,1
13221,清瀬市,1312,北多摩北部,1
13222,東久留米市,1312,北多摩北部,1
13223,武蔵村山市,1310,北多摩西部,1
13224,多摩市,1309,南多摩,1
13225,稲城市,1309,南多摩,1
13227,羽村市,1308,西多摩,1
13228,あきる野市,1308,西多摩,1
13229,西東京市,1312,北多摩北部,1
13303,瑞穂町,1308,西多摩,1
13305,日の出町,1308,西多摩,1
13307,檜原村,1308,西多摩,1
13308,奥多摩町,1308,西多摩,1
13361,大島町,1313,島しょ,1
13362,利島村,1313,島しょ,1
13363,新島村,1313,島しょ,1
13364,神津島村,1313,島しょ,1
13381,三宅村,1313,島しょ,1
13382,御蔵島村,1313,島しょ,1
13401,八丈町,1313,島しょ,1
13402,青ヶ島村,1313,島しょ,1
13421,小笠原村,1313,島しょ,1
14101,鶴見区,1412,横浜,1
14102,神奈川区,1412,横浜,1
14103,西区,1412,横浜,1
14104,中区,1412,横浜,1
14105,南区,1412,横浜,1
14106,保土ケ谷区,1412,横浜,1
14107,磯子区,1412,横浜,1
14108,金沢区,1412,横浜,1
14109,港北区,1412,横浜,1
14110,戸塚区,1412,横浜,1
14111,港南区,1412,横浜,1
14112,旭区,1412,横浜,1
14113,緑区,1412,横浜,1
14114,瀬谷区,1412,横浜,1
14115,栄区,1412,横浜,1
14116,泉区,1412,横浜,1
14117,青葉区,1412,横浜,1
14118,都筑区,1412,横浜,1
14131,川崎区,1405,川崎南部,1
14132,幸区,1405,川崎南部,1
14133,中原区,1405,川崎南部,1
14134,高津区,1404,川崎北部,1
14135,多摩区,1404,川崎北部,1
14136,宮前区,1404,川崎北部,1
14137,麻生区,1404,川崎北部,1
14151,緑区,1410,相模原,1
14152,中央区,1410,相模原,1
14153,南区,1410,相模原,1
14201,横須賀市,1406,横須賀・三浦,1
14203,平塚市,1408,湘南西部,1
14204,鎌倉市,1406,横須賀・三浦,1
14205,藤沢市,1407,湘南東部,1
14206,小田原市,1411,県西,1
14207,茅ヶ崎市,1407,湘南東部,1
14208,逗子市,1406,横須賀・三浦,1
14210,三浦市,1406,横須賀・三浦,1
14211,秦野市,1408,湘南西部,1
14212,厚木市,1409,県央,1
14213,大和市,1409,県央,1
14214,伊勢原市,1408,湘南西部,1
14215,海老名市,1409,県央,1
14216,座間市,1409,県央,1
14217,南足柄市,1411,県西,1
14218,綾瀬市,1409,県央,1
14301,葉山町,1406,横須賀・三浦,1
14321,寒川町,1407,湘南東部,1
14341,大磯町,1408,湘南西部,1
14342,二宮町,1408,湘南西部,1
14361,中井町,1411,県西,1
14362,大井町,1411,県西,1
14363,松田町,1411,県西,1
14364,山北町,1411,県西,1
14366,開成町,1411,県西,1
14382,箱根町,1411,県西,1
14383,真鶴町,1411,県西,1
14384,湯河原町,1411,県西,1
14401,愛川町,1409,県央,1
14402,清川村,1409,県央,1
15101,北区,1502,新潟,1
15102,東区,1502,新潟,1
